timestamp,session_time,lap_count,lap_time,distance,speed_kmh,speed_ms,rpm,gear,throttle,brake,steering_angle,engine_temp,oil_temp,water_temp,tire_temp_fl,tire_temp_fr,tire_temp_rl,tire_temp_rr,brake_temp_fl,brake_temp_fr,brake_temp_rl,brake_temp_rr,oil_pressure,fuel_pressure,tire_pressure_fl,tire_pressure_fr,tire_pressure_rl,tire_pressure_rr,fuel_level,fuel_consumption_rate,latitude,longitude,altitude,accel_x,accel_y,accel_z,pitch,roll,battery_voltage,alternator_current,grip_efectivo,banking,width,pendiente_actual,fuerza_gravedad_pendiente,slip_ratio,track_point_index
2026-02-09T12:45:51.815043,0.1,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:51.915503,0.2,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:52.015937,0.30000000000000004,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:52.116538,0.4,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:52.217072,0.5,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:52.317871,0.6,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:52.418314,0.7,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:52.519146,0.7999999999999999,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:52.619896,0.8999999999999999,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
2026-02-09T12:45:52.720254,0.9999999999999999,0,0.0,0.0,0.0,0.0,900,1,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0
